Int_no,Rue_1,Rue_2,Arrondissement,X,Y,Longitude,Latitude
785,Aylwin,Sherbrooke,Rosemont - Petite-Patrie,300478.29,5045267.89,-73.5553972,45.5473478
787,Bourbonnière,Pierre-de-Coubertin,Mercier - Hochelaga - Maisonneuve,300645.79,5045701.61,-73.5532316,45.5512256
788,Bourbonnière,Rachel,Rosemont - Petite-Patrie,300391.39,5045816.61,-73.55643839999999,45.5522643
790,Chambly,Sherbrooke,Rosemont - Petite-Patrie,300495.96,5045441.73,-73.5475955,45.5747939
791,Charlemagne,Sherbrooke,Rosemont - Petite-Patrie,300528.75,5045911.75,-73.568,45.51888599999999
792,Henri-Bourassa Est,10 605 est (Sortie Shell),Rivières-des-Prairies - Pointe-aux-Trembles,301670.5,5056729.5,-73.6315788,45.60248869999999
793,Davidson,Sherbrooke,Rosemont - Petite-Patrie,300425.09,5045117.11,-73.567256,45.5016889
794,Dézéry,Rachel,Rosemont - Petite-Patrie,300050.09,5045018.59,-73.5608027,45.545054
795,Léry (pl),Sherbrooke,Rosemont - Petite-Patrie,300222.28,5044573.55,-73.57078249999999,45.5089421
796,Moreau,Sherbrooke,Rosemont - Petite-Patrie,300278.99,5044726.11,-73.52940579999999,45.6058591
797,Pie-IX,Pierre-de-Coubertin,Mercier - Hochelaga - Maisonneuve,300763.95,5045973.69,-73.5518092,45.5536221
798,Pie-IX,Sherbrooke,Rosemont - Petite-Patrie,300538.73,5046077.66,-73.5544815,45.55451069999999
802,Dézéry,Sherbrooke,Rosemont - Petite-Patrie,300340.65,5044891.72,-73.55710189999999,45.5439459
803,Sherbrooke,Jardin Botanique,Rosemont - Petite-Patrie,300556.72,5046278.5,-73.5630089,45.56000179999999
805,Sherbrooke,Viau,Mercier - Hochelaga - Maisonneuve,300551.65,5047271.55,-73.5545978,45.5653288
808,5 e Avenue,Masson,Rosemont - Petite-Patrie,298924.09,5045293.6,-73.5752542,45.5475374
809,5 e Avenue,Rosemont,Rosemont - Petite-Patrie,298297.78,5045557.1,-73.5832956,45.5499519
811,8 e Avenue,Masson,Rosemont - Petite-Patrie,299004.63,5045478.27,-73.574218,45.549197
812,Greene,Ste-Émilie/Sortie tun Atwater,Sud-Ouest,298713.94,5037749,-73.5828214,45.4752319
814,Henri-Bourassa Est,10 905 (Institut Pinel),Rivières-des-Prairies - Pointe-aux-Trembles,302282.22,5057154,-73.5335916,45.6556694
816,Chabot,Crémazie Ouest,Villeray - Saint-Michel - Parc-Extension,295461.67,5046199.43,-73.6196082,45.5551397
817,13 e Avenue,Jean-Talon,Rosemont - Petite-Patrie,297223.68,5046711.53,-73.5970698,45.5602811
818,15 e Avenue,Jean-Talon,Villeray - Saint-Michel - Parc-Extension,297333.6,5046885.65,-73.5956629,45.561848
819,15 e Avenue,Rosemont,Rosemont - Petite-Patrie,298705.62,5046225.17,-73.5780003,45.5558744
822,16 e Avenue,Masson,Rosemont - Petite-Patrie,299243.44,5046080.13,-73.5711707,45.55462259999999
823,1 ere Avenue,Beaubien,Rosemont - Petite-Patrie,297743.59,5045608.09,-73.5903731,45.5503264
824,16 e Avenue,Saint-Zotique,Rosemont - Petite-Patrie,297996.59,5046633.54,-73.58716799999999,45.5595831
827,26 e Avenue,Beaubien,Rosemont - Petite-Patrie,298735.76,5047226.8,-73.5776818,45.5649289
829,28 e Avenue,Rosemont,Rosemont - Petite-Patrie,299277.75,5047146.49,-73.5708087,45.5642116
830,31 e Avenue,Beaubien,Rosemont - Petite-Patrie,298929.85,5047540.18,-73.6099531,45.530292
831,31 e Avenue,Saint-Zotique,Rosemont - Petite-Patrie,298633.83,5047671,-73.612807,45.531534
833,42 e Avenue,Rosemont,Rosemont - Petite-Patrie,299842.12,5048046.13,-73.5634912,45.5722986
834,30 e Avenue,Bélanger,Rosemont - Petite-Patrie,298295.16,5047739.57,-73.5833277,45.5695582
835,Assomption,Beaubien,Rosemont - Petite-Patrie,299508.48,5048483.08,-73.5678101,45.576115
838,Assomption,Rosemont,Rosemont - Petite-Patrie,299910.48,5048285.77,-73.5627016,45.5745379
839,Assomption,Saint-Zotique,Rosemont - Petite-Patrie,299216.96,5048626.25,-73.5715668,45.5775409
840,Beaubien,Beaubien (pl),Mercier - Hochelaga - Maisonneuve,299830.59,5049234.82,-73.6134759,45.5262088
842,Beaubien,Pie-IX,Rosemont - Petite-Patrie,298578.85,5046967.19,-73.5796598,45.5626414
843,Beaubien,Saint-Michel,Rosemont - Petite-Patrie,298063.75,5046131.84,-73.5862659,45.5550687
845,Bélair,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,297358.78,5046433.82,-73.59530459999999,45.5578067
846,Bélanger,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,297463.89,5046387.35,-73.59392009999999,45.55740470000001
847,Bélanger,Viau,Rosemont - Petite-Patrie,298564.16,5048180.5,-73.5798937,45.5735141
848,Bellechasse,Pie-IX,Rosemont - Petite-Patrie,298871.41,5046837.9,-73.5759183,45.5614805
849,Bellechasse,Saint-Michel,Rosemont - Petite-Patrie,298359.08,5046003.59,-73.58253359999999,45.553945
851,Bourbonnière,Dandurand,Rosemont - Petite-Patrie,299117.95,5046400.03,-73.57278800000002,45.55748990000001
853,Bourbonnière,Masson,Rosemont - Petite-Patrie,299330.28,5046302.95,-73.5700738,45.5566352
854,Bourbonnière,Rosemont,Rosemont - Petite-Patrie,298877.63,5046507.14,-73.575771,45.55846520000001
856,Dandurand,Pie-IX,Rosemont - Petite-Patrie,299242.42,5046669.78,-73.5711791,45.5599614
857,Dandurand,Saint-Michel,Rosemont - Petite-Patrie,298846.05,5045779.61,-73.5762657,45.5519097
858,Jean-Talon,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,297122.12,5046551.59,-73.5983795,45.55878939999999
860,Laurier,Pie-IX,Rosemont - Petite-Patrie,299678.37,5046468.62,-73.5655645,45.55814170000001
862,Masson,Pie-IX,Rosemont - Petite-Patrie,299454.83,5046571.66,-73.5684605,45.5590748
863,Masson,Saint-Michel,Rosemont - Petite-Patrie,299088.84,5045676.67,-73.5731428,45.5509774
864,Mont-Royal,Pie-IX,Rosemont - Petite-Patrie,300201.98,5046230.18,-73.6424093,45.5967938
865,Pie-IX,Rosemont,Rosemont - Petite-Patrie,299035.67,5046764.76,-73.5737343,45.5608017
866,Pie-IX,Saint-Joseph,Rosemont - Petite-Patrie,299902.95,5046366.43,-73.56269689999999,45.5571317
867,Pie-IX,Saint-Zotique,Rosemont - Petite-Patrie,298282.2,5047099.07,-73.5834952,45.5638289
868,Rosemont,Saint-Michel,Rosemont - Petite-Patrie,298522.77,5045926.74,-73.58048819999999,45.5532543
870,Saint-Joseph,Saint-Michel,Rosemont - Petite-Patrie,299470.96,5045514.16,-73.5682036,45.549464
871,Saint-Michel,Saint-Zotique,Rosemont - Petite-Patrie,297766.68,5046257.58,-73.5900929,45.556231
872,Saint-Michel,Shaugnessy,Villeray - Saint-Michel - Parc-Extension,297032.9,5046607.53,-73.5994762,45.5592753
873,Saint-Michel,Villeray,Villeray - Saint-Michel - Parc-Extension,296698.65,5046818.74,-73.6038262,45.5611894
874,Saint-Zotique,Viau,Rosemont - Petite-Patrie,298865.07,5048047.58,-73.5760665,45.5723388
875,Sorbiers,Viau,Rosemont - Petite-Patrie,299914.94,5047569.69,-73.5625843,45.5680644
876,Golf (Boul. du),Henri-Bourassa Est,Rivières-des-Prairies - Pointe-aux-Trembles,298781.06,5054270.06,-73.5109636,45.686179
877,6 e Avenue,Crémazie inter. Nord,Villeray - Saint-Michel - Parc-Extension,296259.84,5046708,-73.5750796,45.5003154
878,6 e Avenue,Crémazie inter. Sud,Villeray - Saint-Michel - Parc-Extension,296305.4,5046682,-73.6094317,45.5602366
879,9 e Avenue,Jarry,Villeray - Saint-Michel - Parc-Extension,296167.73,5046977.12,-73.621146,45.5550902
884,Émile-Journault,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,295100.48,5047827.87,-73.6245307,45.57031019999999
886,Jarry,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,296248.58,5047104.26,-73.6095042,45.5638462
887,Legendre,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,294852.82,5047981.52,-73.6274269,45.5717073
888,Louvain,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,294619.01,5048128.95,-73.6304864,45.5729455
889,Robert,Saint-Michel inter. Nord,Villeray - Saint-Michel - Parc-Extension,295548.3,5047543.5,-73.6069493,45.5629714
890,Robert,Saint-Michel inter. Sud,Villeray - Saint-Michel - Parc-Extension,295592.34,5047516,-73.6137158,45.576665
893,26 e Avenue,Bélanger,Rosemont - Petite-Patrie,298142.36,5047491.07,-73.5853056,45.5672723
894,39 e Rue,Pie-IX,Villeray - Saint-Michel - Parc-Extension,295684.31,5048657.52,-73.65355559999999,45.6039587
895,43 e Rue,Pie-IX,Villeray - Saint-Michel - Parc-Extension,295476.51,5048788.87,-73.64238449999999,45.595815
896,47 e Rue,Pie-IX,Villeray - Saint-Michel - Parc-Extension,295268.22,5048920.25,-73.64238449999999,45.595815
897,Bélair,Pie-IX,Villeray - Saint-Michel - Parc-Extension,297884.12,5047273.91,-73.6107337,45.5748363
898,Bélanger,Pie-IX,Villeray - Saint-Michel - Parc-Extension,297983.25,5047231.38,-73.5873151,45.5650121
900,Denis-Papin,Pie-IX,Villeray - Saint-Michel - Parc-Extension,295895.5,5048522.96,-73.6140485,45.5766061
901,Everett,Pie-IX,Villeray - Saint-Michel - Parc-Extension,297470.4,5047532.49,-73.6140485,45.5766061
902,Grandes-Prairies,Pie-IX,Villeray - Saint-Michel - Parc-Extension,295002.34,5049087.31,-73.6256026,45.5815588
903,Hérelle,Pie-IX,Villeray - Saint-Michel - Parc-Extension,296579.35,5048093.44,-73.6052996,45.57274719999999
904,Jarry,Pie-IX,Villeray - Saint-Michel - Parc-Extension,296790.06,5047961.39,-73.6027012,45.57146849999999
905,Jean-Rivard,Pie-IX,Villeray - Saint-Michel - Parc-Extension,296371.64,5048225.98,-73.6080626,45.5738397
906,Jean-Talon,Pie-IX,Villeray - Saint-Michel - Parc-Extension,297668.26,5047407.54,-73.5913317,45.56659579999999
907,Pie-IX,Robert,Villeray - Saint-Michel - Parc-Extension,296159.72,5048358.23,-73.6107589,45.57503819999999
908,Pie-IX,Villeray,Villeray - Saint-Michel - Parc-Extension,297237.21,5047679.83,-73.59684899999999,45.5690204
910,Assomption,Sherbrooke,Rosemont - Petite-Patrie,300819.82,5047844.38,-73.5511583,45.5704897
911,Baldwin,Sherbrooke,Mercier - Hochelaga - Maisonneuve,302383.15,5051481.06,-73.5668361,45.5368174
912,Bossuet,Sherbrooke,Mercier - Hochelaga - Maisonneuve,301125.39,5048485.97,-73.5472048,45.5763137
914,Cadillac,Sherbrooke,Mercier - Hochelaga - Maisonneuve,301156.18,5048551.01,-73.52940579999999,45.6058591
916,Boucherville,Curatteau (pl) inter. Est,Mercier - Hochelaga - Maisonneuve,301661.71,5050478.06,-73.4364097,45.5913698
917,Boucherville,Curatteau (pl) inter. Ouest,Mercier - Hochelaga - Maisonneuve,301641.39,5050401.46,-73.5402142,45.5942382
920,Dickson,Sherbrooke,Mercier - Hochelaga - Maisonneuve,300977.16,5048174.1,-73.54910679999999,45.5734448
922,Fletcher,Sherbrooke,Mercier - Hochelaga - Maisonneuve,302725.5,5052330.36,-73.52671810000001,45.6109146
923,Granby,Sherbrooke,Mercier - Hochelaga - Maisonneuve,301364.36,5049037.84,-72.7340662,45.40322889999999
924,Groseillers,Radisson/Sherbrooke,Mercier - Hochelaga - Maisonneuve,301715.85,5049885.17,-73.5397316,45.5887621
925,Haig,Sherbrooke,Mercier - Hochelaga - Maisonneuve,301582.64,5049563.04,-73.541208,45.58597520000001
928,Honoré-Beaugrand,Sherbrooke,Mercier - Hochelaga - Maisonneuve,302067.27,5050732.14,-73.5351435,45.5965294
929,Lacordaire,Sherbrooke,Mercier - Hochelaga - Maisonneuve,301043.82,5048314.43,-73.5480905,45.5746989
931,Langelier,Sherbrooke,Mercier - Hochelaga - Maisonneuve,301433.92,5049204.17,-73.54307539999999,45.58277529999999
932,Liébert,Sherbrooke,Mercier - Hochelaga - Maisonneuve,302179.1,5050999.72,-73.5335569,45.5988845
933,Ormeaux,Sherbrooke,Mercier - Hochelaga - Maisonneuve,302445.6,5051629.18,-73.53031229999999,45.6046016
934,Pierre-Bernard,Sherbrooke,Mercier - Hochelaga - Maisonneuve,302569.15,5051926.56,-73.528724,45.60727379999999
935,Saint-Donat,Sherbrooke,Mercier - Hochelaga - Maisonneuve,302276.8,5051231.53,-73.5323231,45.60098079999999
937,Sherbrooke,Place Versailles,Mercier - Hochelaga - Maisonneuve,301805.94,5050106.5,-73.54101610000001,45.5921417
938,Sherbrooke,Trianon,Mercier - Hochelaga - Maisonneuve,301761.82,5049997.2,-73.5389172,45.5898743
939,Assomption,Hochelaga,Mercier - Hochelaga - Maisonneuve,301700.52,5047426.92,-73.5605496,45.573708
941,Henri-Bourassa Est,Rodolphe-Forget,Rivières-des-Prairies - Pointe-aux-Trembles,299715.36,5055150.27,-73.5651128,45.6362727
945,Henri-Bourassa Est,Marco-Polo,Rivières-des-Prairies - Pointe-aux-Trembles,298235.62,5053739.14,-73.5841318,45.6234983
947,Fletcher,Hochelaga,Mercier - Hochelaga - Maisonneuve,303563.53,5052121.07,-73.5157744,45.6089849
948,Haig,Hochelaga,Mercier - Hochelaga - Maisonneuve,302423.01,5049168.6,-73.5304535,45.582431
950,Hector,Hochelaga,Mercier - Hochelaga - Maisonneuve,303626.26,5052304.52,-73.5151652,45.6106478
951,Hochelaga,Honoré-Beaugrand,Mercier - Hochelaga - Maisonneuve,302892.79,5050371.68,-73.52440109999999,45.5932293
954,Chemin-des-Moulins,Pierre-Dupuy int. Ouest,Ville-Marie,301344.38,5038768,-73.5441855,45.4888141
956,Hochelaga,Lapointe,Mercier - Hochelaga - Maisonneuve,303054.98,5050808.48,-73.5224728,45.59719860000001
957,Hochelaga,Lebrun,Mercier - Hochelaga - Maisonneuve,303156.31,5051052.6,-73.52107699999999,45.599388
958,Hochelaga,Liébert,Mercier - Hochelaga - Maisonneuve,302989.98,5050652.49,-73.52329519999999,45.5957975
960,Hochelaga,Ormeaux des,Mercier - Hochelaga - Maisonneuve,303254.61,5051289.1,-73.5198151,45.6014886
961,Hochelaga,Pierre-Bernard,Mercier - Hochelaga - Maisonneuve,303381.99,5051588.11,-73.5182671,45.6042224
963,Hochelaga,Taillon,Mercier - Hochelaga - Maisonneuve,303468.75,5051830.44,-73.51703169999999,45.6063486
966,Bossuet,Notre-Dame,Mercier - Hochelaga - Maisonneuve,303049.7,5047566.22,-73.5223965,45.56804140000001
967,Boucherville,Notre-Dame,Mercier - Hochelaga - Maisonneuve,304129.55,5049412.86,-73.5085764,45.5845575
968,Cadillac,Notre-Dame,Mercier - Hochelaga - Maisonneuve,303076.71,5047640.12,-73.6422109,45.4890826
970,Curatteau,Notre-Dame,Mercier - Hochelaga - Maisonneuve,304172.96,5049550.01,-73.508113,45.5858478
971,Dickson,Notre-Dame,Mercier - Hochelaga - Maisonneuve,302962.22,5047229.34,-73.5235829,45.5649278
972,Futailles,Notre-Dame,Mercier - Hochelaga - Maisonneuve,303871.92,5048999.12,-73.51200639999999,45.5809337
974,Haig,Notre-Dame,Mercier - Hochelaga - Maisonneuve,303628.92,5048604.46,-73.51500109999999,45.5773433
976,Honoré-Beaugrand,Notre-Dame,Mercier - Hochelaga - Maisonneuve,304120.92,5049833.11,-73.5088324,45.5884765
981,Notre-Dame,6380 Est (Norco),Mercier - Hochelaga - Maisonneuve,303355.1,5048161,-73.567256,45.5016889
982,Notre-Dame,6769 Est (Ordonnance),Mercier - Hochelaga - Maisonneuve,303524.03,5048435,-73.5125953,45.6043645
991,Henri-Bourassa Est,Renaude-Lapointe,Rivières-des-Prairies - Pointe-aux-Trembles,297072.44,5052660,-73.5992031,45.6138172
992,Hôtel-de-Ville,Viger,Ville-Marie,300321.22,5041067.95,-73.5543325,45.5089192
994,2 e Avenue,Bellechasse,Rosemont - Petite-Patrie,298054.09,5045505.59,-73.58640489999999,45.54943799999999
995,Rosaire du,Saint-Hubert,Villeray - Saint-Michel - Parc-Extension,295255.84,5044987.5,-73.62092129999999,45.5446647
999,8 e Avenue,Jean-Talon,Villeray - Saint-Michel - Parc-Extension,297048.08,5046322.53,-73.59928579999999,45.5567691
1000,Beaubien,Iberville,Rosemont - Petite-Patrie,297650.19,5045455.19,-73.5915554,45.5489621
1002,Beaubien,Papineau,Rosemont - Petite-Patrie,297251.29,5044809.49,-73.5966846,45.5431697
1005,Bélanger,Papineau,Rosemont - Petite-Patrie,296714.49,5045164.58,-73.60355539999999,45.5463615
1011,Chabot,Rosemont,Rosemont - Petite-Patrie,297745.91,5044659.11,-73.59035229999999,45.5417857
1013,Dandurand,Iberville,Rosemont - Petite-Patrie,298475.59,5044928.75,-73.581006,45.5442432
1019,Iberville,Jarry,Villeray - Saint-Michel - Parc-Extension,295917.26,5046580.8,-73.6136829,45.5591034
1020,Iberville,Jean-Talon,Villeray - Saint-Michel - Parc-Extension,296834.42,5045972.38,-73.6020188,45.5536314
1022,Iberville,Masson,Rosemont - Petite-Patrie,298693.15,5044795.97,-73.578158,45.5430368
1023,Iberville,Rosemont,Rosemont - Petite-Patrie,298065.09,5045180.67,-73.5862731,45.5465014
1025,Iberville,Tillemont,Villeray - Saint-Michel - Parc-Extension,296113.53,5046429.79,-73.6112449,45.5577094
1027,Jarry,Lorimier,Villeray - Saint-Michel - Parc-Extension,295670.97,5046189.13,-73.61682549999999,45.5556016
1028,26 e Avenue,Henri-Bourassa Est,Rivières-des-Prairies - Pointe-aux-Trembles,298629.62,5054124,-73.67050929999999,45.551216
1030,Jean-Talon,Lorimier,Villeray - Saint-Michel - Parc-Extension,296602.21,5045599.24,-73.60491499999999,45.550263
1031,Jean-Talon,Papineau,Villeray - Saint-Michel - Parc-Extension,296441.08,5045342.46,-73.6070411,45.5479287
1038,Henri-Bourassa,"800 Ouest, face au Loblaws",Ahuntsic - Cartierville,291051.25,5044695,-73.6750887,45.5411703
1039,Papineau,Saint-Zotique,Rosemont - Petite-Patrie,296985.79,5044989.08,-73.60355539999999,45.5463615
1040,Papineau,Tillemont,Villeray - Saint-Michel - Parc-Extension,295729.17,5045791.42,-73.61618030000001,45.5519751
1041,Papineau,Villeray,Villeray - Saint-Michel - Parc-Extension,295854.9,5045713.13,-73.614582,45.551267
1042,Beaubien,Chateaubriand,Rosemont - Petite-Patrie,296701.9,5043950.58,-73.6037395,45.53541620000001
1043,Beaubien,Christophe-Colomb,Rosemont - Petite-Patrie,296870.04,5044215.76,-73.6014907,45.5378469
1045,Beaubien,Normanville,Rosemont - Petite-Patrie,296973.35,5044378.38,-73.6002221,45.5392701
1046,Beaubien,Saint-Denis,Rosemont - Petite-Patrie,296598.6,5043790.08,-73.6049968,45.5340065
1047,Beaubien,Saint-Hubert,Rosemont - Petite-Patrie,296750.1,5044028.58,-73.60307399999999,45.53611919999999
1048,Bélanger,Châteaubriand,Rosemont - Petite-Patrie,296159.18,5044300.17,-73.61065640000001,45.5385621
1049,Bélanger,Christophe-Colomb,Rosemont - Petite-Patrie,296331.3,5044560.08,-73.6084747,45.5408628
1053,Bélanger,Saint-Hubert,Rosemont - Petite-Patrie,296210.3,5044376.58,-73.6099514,45.539254
1054,Côte-des-Neiges,Pins,Ville-Marie,297927.54,5039611.86,-73.58786239999999,45.4963533
1055,Bellechasse,Christophe-Colomb,Rosemont - Petite-Patrie,297116.65,5044059.2,-73.5983361,45.5364453
1056,Bellechasse,Saint-Denis,Rosemont - Petite-Patrie,296842.36,5043633.7,-73.6018727,45.53260280000001
1057,Bellechasse,Saint-Hubert,Rosemont - Petite-Patrie,296994.6,5043870.58,-73.5999444,45.5346972
1058,Berri,Jarry,Villeray - Saint-Michel - Parc-Extension,294739.1,5044817.07,-73.628857,45.54320939999999
1059,Marc-Aurèle-Fortin,Maurice-Duplessis,Rivières-des-Prairies - Pointe-aux-Trembles,297213.41,5054035.65,-73.5974207,45.626257
1064,Châteaubriand,Jean-Talon,Villeray - Saint-Michel - Parc-Extension,295933.99,5044449.53,-73.613588,45.5399457
1065,Châteaubriand,Rosemont,Rosemont - Petite-Patrie,297208.79,5043620.02,-73.5970902,45.5325636
1069,Christophe-Colomb,Jarry,Villeray - Saint-Michel - Parc-Extension,295063.59,5045363.8,-73.6245387,45.54811489999999
1070,Christophe-Colomb,Jean-Talon,Villeray - Saint-Michel - Parc-Extension,296052.8,5044736.08,-73.6119638,45.5425348
1071,Christophe-Colomb,Rosemont,Rosemont - Petite-Patrie,297381.34,5043891.37,-73.5949876,45.5348656
1072,Christophe-Colomb,Saint-Zotique,Rosemont - Petite-Patrie,296598.83,5044388.53,-73.6049898,45.5393901
1074,Drolet,Jarry,Villeray - Saint-Michel - Parc-Extension,294678.63,5044669.75,-73.6296147,45.541869
1079,Foucher,Jarry,Villeray - Saint-Michel - Parc-Extension,294830.67,5045002.19,-73.6277542,45.5448732
1080,Gaspé,Jarry,Villeray - Saint-Michel - Parc-Extension,294625.27,5044539.92,-73.6302855,45.5406956
1086,Jarry,Lajeunesse,Villeray - Saint-Michel - Parc-Extension,294765.6,5044879.07,-73.6285159,45.5437541
1087,Jarry,Normanville,Villeray - Saint-Michel - Parc-Extension,295212.99,5045493.63,-73.6228252,45.5493001
1088,Jarry,Rousselot,Villeray - Saint-Michel - Parc-Extension,295344.79,5045670.57,-73.6211204,45.5509059
1089,Jarry,Saint-Denis,Villeray - Saint-Michel - Parc-Extension,294711.2,5044749.57,-73.6292418,45.5425998
1090,Jarry,Saint-Hubert,Villeray - Saint-Michel - Parc-Extension,294934.05,5045174.87,-73.62631999999999,45.5464107
1092,Jean-Talon,Saint-Denis,Villeray - Saint-Michel - Parc-Extension,295863.07,5044271.2,-73.61448899999999,45.53831419999999
1093,Jean-Talon,Saint-Hubert,Villeray - Saint-Michel - Parc-Extension,295962.62,5044536.47,-73.61324309999999,45.5406785
1099,Liège,Saint-Hubert,Villeray - Saint-Michel - Parc-Extension,294429.94,5045402.9,-73.62094909999999,45.5442437
1101,Rosemont,Saint-Denis,Rosemont - Petite-Patrie,297107.2,5043460.58,-73.5984179,45.5310596
1102,Rosemont,Saint-Hubert,Rosemont - Petite-Patrie,297258.99,5043698.87,-73.5964063,45.5329864
1103,Rosemont,Saint-Vallier,Rosemont - Petite-Patrie,297162.19,5043545.42,-73.5977967,45.5317803
1108,Acadie,Beaumont,Villeray - Saint-Michel - Parc-Extension,295173.14,5042617.91,-73.6232619,45.5234587
1109,Acadie,Jarry,Villeray - Saint-Michel - Parc-Extension,294029.4,5043091.23,-73.6379362,45.5276057
1111,Acadie,Liège,Villeray - Saint-Michel - Parc-Extension,293551.94,5043298.27,-73.6439824,45.5295214
1114,Beaumont,Querbes,Villeray - Saint-Michel - Parc-Extension,295460.92,5043059.07,-73.6195551,45.5274378
1117,Hutchison,Jean-Talon,Villeray - Saint-Michel - Parc-Extension,295217.51,5043312.57,-73.6226571,45.5297377
1118,Jarry,Querbes,Villeray - Saint-Michel - Parc-Extension,294230.02,5043571.24,-73.6355296,45.53205519999999
1120,Jean-Talon,Querbes,Villeray - Saint-Michel - Parc-Extension,295163.79,5043181.91,-73.6233477,45.5285567
1121,Jean-Talon,Wiseman,Villeray - Saint-Michel - Parc-Extension,295036.53,5042876.2,-73.6250006,45.5257438
1124,Beaubien,Clark,Rosemont - Petite-Patrie,296214.18,5043356.24,-73.6099232,45.5300762
1126,Beaubien,Saint-Laurent inter. Nord,Rosemont - Petite-Patrie,296253.94,5043417,-74.031195,45.7863129
1127,Bellarmin,Saint-Laurent,Villeray - Saint-Michel - Parc-Extension,293902.52,5044608.39,-73.6395,45.54135000000001
1128,Casgrain,Jean-Talon,Villeray - Saint-Michel - Parc-Extension,295672.86,5043982.72,-73.61685469999999,45.535688
1129,Castelnau,Saint-Laurent,Villeray - Saint-Michel - Parc-Extension,295424.43,5043945.63,-73.6198367,45.5354627
1131,Clark,Jean-Talon,Villeray - Saint-Michel - Parc-Extension,295516.79,5043801.7,-73.61887089999999,45.5340715
1134,Faillon,Saint-Laurent,Villeray - Saint-Michel - Parc-Extension,295248.46,5044046.33,-73.62023500000001,45.5400111
1138,Jarry,Saint-Laurent,Villeray - Saint-Michel - Parc-Extension,294542.44,5044340.15,-73.6312222,45.53896
1141,Liège,Saint-Laurent,Villeray - Saint-Michel - Parc-Extension,294058.62,5044541.88,-73.74975669999999,45.4985638
1143,Saint-Laurent,Saint-Zotique inter. Sud,Rosemont - Petite-Patrie,296042.81,5043556.08,-73.583451,45.472959
1147,Émile-Journault,Papineau,Ahuntsic - Cartierville,294368.6,5046650.18,-73.63362529999999,45.5597351
1151,Fleury,Papineau,Ahuntsic - Cartierville,292825.21,5047589.94,-73.6533745,45.5682009
1153,Fort-Lorette,Henri-Bourassa,Ahuntsic - Cartierville,292328.4,5047541.95,-73.6596702,45.5676383
1154,Francis,Henri-Bourassa,Ahuntsic - Cartierville,292240.87,5047287.11,-73.6610046,45.5654037
1155,François-H.-Prévost,Papineau,Ahuntsic - Cartierville,294756.69,5046409,-73.6288921,45.5572021
1159,Henri-Bourassa,Lille,Ahuntsic - Cartierville,292734.41,5048556.29,3.057256,50.62925
1160,Henri-Bourassa,Lorimier,Ahuntsic - Cartierville,292566.5,5048207.94,-73.6566211,45.5736206
1161,Henri-Bourassa,Papineau,Ahuntsic - Cartierville,292431.22,5047826.52,-73.65829389999999,45.5703377
1162,Henri-Bourassa,Saint-Firmin,Ahuntsic - Cartierville,292535.59,5048118.59,-73.65703789999999,45.5728103
1163,Henri-Bourassa,Sackville,Ahuntsic - Cartierville,292897.02,5048837.71,-73.6523837,45.5793326
1164,Legendre,Papineau,Ahuntsic - Cartierville,294148.84,5046785,-73.63653219999999,45.5606451
1165,Louvain,Papineau,Ahuntsic - Cartierville,293672.14,5047074.71,-73.6424179,45.5635593
1166,Papineau,Prieur,Ahuntsic - Cartierville,292643.19,5047699.57,-73.6557223,45.5691601
1168,Papineau,Sauvé,Ahuntsic - Cartierville,293280.26,5047320.59,-73.6476867,45.5656578
1169,39 e Avenue,Beaubien,Rosemont - Petite-Patrie,299246.47,5048055.08,-73.5711786,45.57239389999999
1173,Berri,Louvain,Ahuntsic - Cartierville,292963.85,5045533.96,-73.6516365,45.5496229
1174,Berri,Prieur,Ahuntsic - Cartierville,291883.41,5045973.13,-73.6654763,45.5535739
1176,Berri,Sauvé,Ahuntsic - Cartierville,292623.4,5045669.04,-73.65586510000001,45.5503613
1177,Chabanel,Christophe-Colomb,Ahuntsic - Cartierville,293626.73,5046357.92,-73.6431614,45.5569694
1180,Christophe-Colomb,Émile-Journault,Ahuntsic - Cartierville,294070.14,5046172.09,-73.6374727,45.5553239
1182,Christophe-Colomb,Fleury,Ahuntsic - Cartierville,292512.93,5046813.25,-73.6573676,45.5611413
1183,Christophe-Colomb,Étienne-Blanchard,Ahuntsic - Cartierville,294269.5,5046090.73,-73.6348508,45.5547024
1184,Christophe-Colomb,Legendre,Ahuntsic - Cartierville,293845.16,5046262.96,-73.6403653,45.55617040000001
1186,Christophe-Colomb,Sauriol,Ahuntsic - Cartierville,292753.85,5046712.96,-73.654303,45.5602189
1187,Christophe-Colomb,Sauvé,Ahuntsic - Cartierville,292994.4,5046611.93,-73.6512406,45.559342
1189,Émile-Journault,Saint-Hubert,Ahuntsic - Cartierville,293852.81,5045639.32,-73.6401947,45.5505675
1191,Fleury,Hamel,Ahuntsic - Cartierville,292579.74,5046971.57,-73.659387,45.557736
1192,Fleury,Lajeunesse,Ahuntsic - Cartierville,292158.09,5045956.54,-73.661974,45.5534176
